RSI, Valores 30, Corte 75.0. StopLoss 0.01%;70.89999999999964;1
Default Strategy;76.70000000000618;91
Default Strategy;98.20000000000255;54
Default Strategy;82.5;30
Default Strategy;61.49999999999636;17
Default Strategy;60.399999999999636;6
Default Strategy;56.0;2
