11.427,70;2015-05-11T09:05:05;11.427,70;2015-05-11T09:05:05;11.427,70;2015-05-11T09:05:05;11.427,70;2015-05-11T09:05:05;;;;;;;;;
11.426,20;2015-05-11T09:05:10;11.426,20;2015-05-11T09:05:10;11.426,20;2015-05-11T09:05:10;11.426,20;2015-05-11T09:05:10;;;;;;;;;
11.426,10;2015-05-11T09:05:15;11.426,10;2015-05-11T09:05:15;11.426,10;2015-05-11T09:05:15;11.426,10;2015-05-11T09:05:15;;;;;;;;;
11.425,40;2015-05-11T09:05:20;11.425,40;2015-05-11T09:05:20;11.425,40;2015-05-11T09:05:20;11.425,40;2015-05-11T09:05:20;;;;;;;;;
11.424,30;2015-05-11T09:05:25;11.424,30;2015-05-11T09:05:25;11.424,30;2015-05-11T09:05:25;11.424,30;2015-05-11T09:05:25;;;;;;;;;
11.424,10;2015-05-11T09:05:30;11.424,10;2015-05-11T09:05:30;11.424,10;2015-05-11T09:05:30;11.424,10;2015-05-11T09:05:30;;;;;;;;;
11.422,70;2015-05-11T09:05:35;11.422,70;2015-05-11T09:05:35;11.422,70;2015-05-11T09:05:35;11.422,70;2015-05-11T09:05:35;;;;;;;;;
11.423,20;2015-05-11T09:05:40;11.423,20;2015-05-11T09:05:40;11.423,20;2015-05-11T09:05:40;11.423,20;2015-05-11T09:05:40;;;;;;;;;
11.423,30;2015-05-11T09:05:45;11.423,30;2015-05-11T09:05:45;11.423,30;2015-05-11T09:05:45;11.423,30;2015-05-11T09:05:45;;;;;;;;;
11.423,50;2015-05-11T09:05:50;11.423,50;2015-05-11T09:05:50;11.423,50;2015-05-11T09:05:50;11.423,50;2015-05-11T09:05:50;;;;;;;;;
11.423,10;2015-05-11T09:05:55;11.423,10;2015-05-11T09:05:55;11.423,10;2015-05-11T09:05:55;11.423,10;2015-05-11T09:05:55;;;;;;;;;
11.427,60;2015-05-11T09:06:00;11.427,60;2015-05-11T09:06:00;11.427,60;2015-05-11T09:06:00;11.427,60;2015-05-11T09:06:00;;;;;;;;;
11.426,90;2015-05-11T09:06:05;11.426,90;2015-05-11T09:06:05;11.426,90;2015-05-11T09:06:05;11.426,90;2015-05-11T09:06:05;;;;;;;;;
11.425,90;2015-05-11T09:06:10;11.425,90;2015-05-11T09:06:10;11.425,90;2015-05-11T09:06:10;11.425,90;2015-05-11T09:06:10;;;;;;;;;
11.423,40;2015-05-11T09:06:15;11.423,40;2015-05-11T09:06:15;11.423,40;2015-05-11T09:06:15;11.423,40;2015-05-11T09:06:15;;;;;;;;;
11.422,70;2015-05-11T09:06:20;11.422,70;2015-05-11T09:06:20;11.422,70;2015-05-11T09:06:20;11.422,70;2015-05-11T09:06:20;;;;;;;;;
11.422,70;2015-05-11T09:06:25;11.422,70;2015-05-11T09:06:25;11.422,70;2015-05-11T09:06:25;11.422,70;2015-05-11T09:06:25;;;;;;;;;
11.423,80;2015-05-11T09:06:30;11.423,80;2015-05-11T09:06:30;11.423,80;2015-05-11T09:06:30;11.423,80;2015-05-11T09:06:30;;;;;;;;;
11.424,00;2015-05-11T09:06:35;11.424,00;2015-05-11T09:06:35;11.424,00;2015-05-11T09:06:35;11.424,00;2015-05-11T09:06:35;;;;;;;;;
11.422,40;2015-05-11T09:06:40;11.422,40;2015-05-11T09:06:40;11.422,40;2015-05-11T09:06:40;11.422,40;2015-05-11T09:06:40;;;;;;;;;
11.421,00;2015-05-11T09:06:45;11.421,00;2015-05-11T09:06:45;11.421,00;2015-05-11T09:06:45;11.421,00;2015-05-11T09:06:45;;;;;;;;;
11.420,70;2015-05-11T09:06:50;11.420,70;2015-05-11T09:06:50;11.420,70;2015-05-11T09:06:50;11.420,70;2015-05-11T09:06:50;;;;;;;;;
11.420,40;2015-05-11T09:06:55;11.420,40;2015-05-11T09:06:55;11.420,40;2015-05-11T09:06:55;11.420,40;2015-05-11T09:06:55;;;;;;;;;
11.418,20;2015-05-11T09:07:00;11.418,20;2015-05-11T09:07:00;11.418,20;2015-05-11T09:07:00;11.418,20;2015-05-11T09:07:00;;;;;;;;;
11.418,40;2015-05-11T09:07:05;11.418,40;2015-05-11T09:07:05;11.418,40;2015-05-11T09:07:05;11.418,40;2015-05-11T09:07:05;;;;;;;;;
11.417,80;2015-05-11T09:07:10;11.417,80;2015-05-11T09:07:10;11.417,80;2015-05-11T09:07:10;11.417,80;2015-05-11T09:07:10;;;;;;;;;
11.418,20;2015-05-11T09:07:15;11.418,20;2015-05-11T09:07:15;11.418,20;2015-05-11T09:07:15;11.418,20;2015-05-11T09:07:15;;;;;;;;;
11.422,70;2015-05-11T09:07:20;11.422,70;2015-05-11T09:07:20;11.422,70;2015-05-11T09:07:20;11.422,70;2015-05-11T09:07:20;;;;;;;;;
11.423,10;2015-05-11T09:07:25;11.423,10;2015-05-11T09:07:25;11.423,10;2015-05-11T09:07:25;11.423,10;2015-05-11T09:07:25;;;;;;;;;
11.421,60;2015-05-11T09:07:30;11.421,60;2015-05-11T09:07:30;11.421,60;2015-05-11T09:07:30;11.421,60;2015-05-11T09:07:30;;;;;;;;;
11.423,40;2015-05-11T09:07:35;11.423,40;2015-05-11T09:07:35;11.423,40;2015-05-11T09:07:35;11.423,40;2015-05-11T09:07:35;;;;;;;;;
11.421,90;2015-05-11T09:07:40;11.421,90;2015-05-11T09:07:40;11.421,90;2015-05-11T09:07:40;11.421,90;2015-05-11T09:07:40;;;;;;;;;
11.426,80;2015-05-11T09:07:45;11.426,80;2015-05-11T09:07:45;11.426,80;2015-05-11T09:07:45;11.426,80;2015-05-11T09:07:45;;;;;;;;;
11.431,40;2015-05-11T09:07:50;11.431,40;2015-05-11T09:07:50;11.431,40;2015-05-11T09:07:50;11.431,40;2015-05-11T09:07:50;;;;;;;;;
11.435,10;2015-05-11T09:07:55;11.435,10;2015-05-11T09:07:55;11.435,10;2015-05-11T09:07:55;11.435,10;2015-05-11T09:07:55;;;;;;;;;
11.435,60;2015-05-11T09:08:00;11.435,60;2015-05-11T09:08:00;11.435,60;2015-05-11T09:08:00;11.435,60;2015-05-11T09:08:00;;;;;;;;;
11.434,30;2015-05-11T09:08:05;11.434,30;2015-05-11T09:08:05;11.434,30;2015-05-11T09:08:05;11.434,30;2015-05-11T09:08:05;;;;;;;;;
11.431,50;2015-05-11T09:08:10;11.431,50;2015-05-11T09:08:10;11.431,50;2015-05-11T09:08:10;11.431,50;2015-05-11T09:08:10;;;;;;;;;
11.435,60;2015-05-11T09:08:15;11.435,60;2015-05-11T09:08:15;11.435,60;2015-05-11T09:08:15;11.435,60;2015-05-11T09:08:15;;;;;;;;;
11.442,50;2015-05-11T09:08:20;11.442,50;2015-05-11T09:08:20;11.442,50;2015-05-11T09:08:20;11.442,50;2015-05-11T09:08:20;;;;;;;;;
11.442,00;2015-05-11T09:08:25;11.442,00;2015-05-11T09:08:25;11.442,00;2015-05-11T09:08:25;11.442,00;2015-05-11T09:08:25;;;;;;;;;
11.440,90;2015-05-11T09:08:30;11.440,90;2015-05-11T09:08:30;11.440,90;2015-05-11T09:08:30;11.440,90;2015-05-11T09:08:30;;;;;;;;;
11.439,50;2015-05-11T09:08:35;11.439,50;2015-05-11T09:08:35;11.439,50;2015-05-11T09:08:35;11.439,50;2015-05-11T09:08:35;;;;;;;;;
11.437,60;2015-05-11T09:08:40;11.437,60;2015-05-11T09:08:40;11.437,60;2015-05-11T09:08:40;11.437,60;2015-05-11T09:08:40;;;;;;;;;
11.436,10;2015-05-11T09:08:45;11.436,10;2015-05-11T09:08:45;11.436,10;2015-05-11T09:08:45;11.436,10;2015-05-11T09:08:45;;;;;;;;;
11.436,50;2015-05-11T09:08:50;11.436,50;2015-05-11T09:08:50;11.436,50;2015-05-11T09:08:50;11.436,50;2015-05-11T09:08:50;;;;;;;;;
11.434,70;2015-05-11T09:08:55;11.434,70;2015-05-11T09:08:55;11.434,70;2015-05-11T09:08:55;11.434,70;2015-05-11T09:08:55;;;;;;;;;
11.435,30;2015-05-11T09:09:00;11.435,30;2015-05-11T09:09:00;11.435,30;2015-05-11T09:09:00;11.435,30;2015-05-11T09:09:00;;;;;;;;;
11.431,80;2015-05-11T09:09:05;11.431,80;2015-05-11T09:09:05;11.431,80;2015-05-11T09:09:05;11.431,80;2015-05-11T09:09:05;;;;;;;;;
11.432,30;2015-05-11T09:09:10;11.432,30;2015-05-11T09:09:10;11.432,30;2015-05-11T09:09:10;11.432,30;2015-05-11T09:09:10;;;;;;;;;
11.431,60;2015-05-11T09:09:15;11.431,60;2015-05-11T09:09:15;11.431,60;2015-05-11T09:09:15;11.431,60;2015-05-11T09:09:15;;;;;;;;;
11.431,40;2015-05-11T09:09:20;11.431,40;2015-05-11T09:09:20;11.431,40;2015-05-11T09:09:20;11.431,40;2015-05-11T09:09:20;;;;;;;;;
11.433,70;2015-05-11T09:09:25;11.433,70;2015-05-11T09:09:25;11.433,70;2015-05-11T09:09:25;11.433,70;2015-05-11T09:09:25;;;;;;;;;
11.432,20;2015-05-11T09:09:30;11.432,20;2015-05-11T09:09:30;11.432,20;2015-05-11T09:09:30;11.432,20;2015-05-11T09:09:30;;;;;;;;;
11.432,20;2015-05-11T09:09:35;11.432,20;2015-05-11T09:09:35;11.432,20;2015-05-11T09:09:35;11.432,20;2015-05-11T09:09:35;;;;;;;;;
11.430,70;2015-05-11T09:09:40;11.430,70;2015-05-11T09:09:40;11.430,70;2015-05-11T09:09:40;11.430,70;2015-05-11T09:09:40;;;;;;;;;
11.430,70;2015-05-11T09:09:45;11.430,70;2015-05-11T09:09:45;11.430,70;2015-05-11T09:09:45;11.430,70;2015-05-11T09:09:45;;;;;;;;;
11.430,60;2015-05-11T09:09:50;11.430,60;2015-05-11T09:09:50;11.430,60;2015-05-11T09:09:50;11.430,60;2015-05-11T09:09:50;;;;;;;;;
11.432,00;2015-05-11T09:09:55;11.432,00;2015-05-11T09:09:55;11.432,00;2015-05-11T09:09:55;11.432,00;2015-05-11T09:09:55;;;;;;;;;
11.432,90;2015-05-11T09:10:00;11.432,90;2015-05-11T09:10:00;11.432,90;2015-05-11T09:10:00;11.432,90;2015-05-11T09:10:00;;;;;;;;;
11.433,10;2015-05-11T09:10:05;11.433,10;2015-05-11T09:10:05;11.433,10;2015-05-11T09:10:05;11.433,10;2015-05-11T09:10:05;;;;;;;;;
11.432,10;2015-05-11T09:10:10;11.432,10;2015-05-11T09:10:10;11.432,10;2015-05-11T09:10:10;11.432,10;2015-05-11T09:10:10;;;;;;;;;
11.429,10;2015-05-11T09:10:15;11.429,10;2015-05-11T09:10:15;11.429,10;2015-05-11T09:10:15;11.429,10;2015-05-11T09:10:15;;;;;;;;;
11.429,30;2015-05-11T09:10:20;11.429,30;2015-05-11T09:10:20;11.429,30;2015-05-11T09:10:20;11.429,30;2015-05-11T09:10:20;;;;;;;;;
11.435,50;2015-05-11T09:10:25;11.435,50;2015-05-11T09:10:25;11.435,50;2015-05-11T09:10:25;11.435,50;2015-05-11T09:10:25;;;;;;;;;
11.437,20;2015-05-11T09:10:30;11.437,20;2015-05-11T09:10:30;11.437,20;2015-05-11T09:10:30;11.437,20;2015-05-11T09:10:30;;;;;;;;;
11.435,80;2015-05-11T09:10:35;11.435,80;2015-05-11T09:10:35;11.435,80;2015-05-11T09:10:35;11.435,80;2015-05-11T09:10:35;;;;;;;;;
11.436,50;2015-05-11T09:10:40;11.436,50;2015-05-11T09:10:40;11.436,50;2015-05-11T09:10:40;11.436,50;2015-05-11T09:10:40;;;;;;;;;
11.436,00;2015-05-11T09:10:45;11.436,00;2015-05-11T09:10:45;11.436,00;2015-05-11T09:10:45;11.436,00;2015-05-11T09:10:45;;;;;;;;;
11.437,60;2015-05-11T09:10:50;11.437,60;2015-05-11T09:10:50;11.437,60;2015-05-11T09:10:50;11.437,60;2015-05-11T09:10:50;;;;;;;;;
11.436,00;2015-05-11T09:10:55;11.436,00;2015-05-11T09:10:55;11.436,00;2015-05-11T09:10:55;11.436,00;2015-05-11T09:10:55;;;;;;;;;
11.438,30;2015-05-11T09:11:00;11.438,30;2015-05-11T09:11:00;11.438,30;2015-05-11T09:11:00;11.438,30;2015-05-11T09:11:00;;;;;;;;;
11.438,70;2015-05-11T09:11:05;11.438,70;2015-05-11T09:11:05;11.438,70;2015-05-11T09:11:05;11.438,70;2015-05-11T09:11:05;;;;;;;;;
11.438,20;2015-05-11T09:11:10;11.438,20;2015-05-11T09:11:10;11.438,20;2015-05-11T09:11:10;11.438,20;2015-05-11T09:11:10;;;;;;;;;
11.441,00;2015-05-11T09:11:15;11.441,00;2015-05-11T09:11:15;11.441,00;2015-05-11T09:11:15;11.441,00;2015-05-11T09:11:15;;;;;;;;;
11.445,10;2015-05-11T09:11:20;11.445,10;2015-05-11T09:11:20;11.445,10;2015-05-11T09:11:20;11.445,10;2015-05-11T09:11:20;;;;;;;;;
11.445,90;2015-05-11T09:11:25;11.445,90;2015-05-11T09:11:25;11.445,90;2015-05-11T09:11:25;11.445,90;2015-05-11T09:11:25;;;;;;;;;
11.444,20;2015-05-11T09:11:30;11.444,20;2015-05-11T09:11:30;11.444,20;2015-05-11T09:11:30;11.444,20;2015-05-11T09:11:30;;;;;;;;;
11.444,30;2015-05-11T09:11:35;11.444,30;2015-05-11T09:11:35;11.444,30;2015-05-11T09:11:35;11.444,30;2015-05-11T09:11:35;;;;;;;;;
11.444,00;2015-05-11T09:11:40;11.444,00;2015-05-11T09:11:40;11.444,00;2015-05-11T09:11:40;11.444,00;2015-05-11T09:11:40;;;;;;;;;
11.443,60;2015-05-11T09:11:45;11.443,60;2015-05-11T09:11:45;11.443,60;2015-05-11T09:11:45;11.443,60;2015-05-11T09:11:45;;;;;;;;;
11.443,40;2015-05-11T09:11:50;11.443,40;2015-05-11T09:11:50;11.443,40;2015-05-11T09:11:50;11.443,40;2015-05-11T09:11:50;;;;;;;;;
11.445,00;2015-05-11T09:11:55;11.445,00;2015-05-11T09:11:55;11.445,00;2015-05-11T09:11:55;11.445,00;2015-05-11T09:11:55;;;;;;;;;
11.444,80;2015-05-11T09:12:00;11.444,80;2015-05-11T09:12:00;11.444,80;2015-05-11T09:12:00;11.444,80;2015-05-11T09:12:00;;;;;;;;;
11.445,20;2015-05-11T09:12:05;11.445,20;2015-05-11T09:12:05;11.445,20;2015-05-11T09:12:05;11.445,20;2015-05-11T09:12:05;;;;;;;;;
11.446,30;2015-05-11T09:12:10;11.446,30;2015-05-11T09:12:10;11.446,30;2015-05-11T09:12:10;11.446,30;2015-05-11T09:12:10;;;;;;;;;
11.446,50;2015-05-11T09:12:15;11.446,50;2015-05-11T09:12:15;11.446,50;2015-05-11T09:12:15;11.446,50;2015-05-11T09:12:15;;;;;;;;;
11.447,30;2015-05-11T09:12:20;11.447,30;2015-05-11T09:12:20;11.447,30;2015-05-11T09:12:20;11.447,30;2015-05-11T09:12:20;;;;;;;;;
11.446,50;2015-05-11T09:12:25;11.446,50;2015-05-11T09:12:25;11.446,50;2015-05-11T09:12:25;11.446,50;2015-05-11T09:12:25;;;;;;;;;
11.445,80;2015-05-11T09:12:30;11.445,80;2015-05-11T09:12:30;11.445,80;2015-05-11T09:12:30;11.445,80;2015-05-11T09:12:30;;;;;;;;;
11.438,40;2015-05-11T09:12:35;11.438,40;2015-05-11T09:12:35;11.438,40;2015-05-11T09:12:35;11.438,40;2015-05-11T09:12:35;;;;;;;;;
11.438,00;2015-05-11T09:12:40;11.438,00;2015-05-11T09:12:40;11.438,00;2015-05-11T09:12:40;11.438,00;2015-05-11T09:12:40;;;;;;;;;
11.439,80;2015-05-11T09:12:45;11.439,80;2015-05-11T09:12:45;11.439,80;2015-05-11T09:12:45;11.439,80;2015-05-11T09:12:45;;;;;;;;;
11.443,10;2015-05-11T09:12:50;11.443,10;2015-05-11T09:12:50;11.443,10;2015-05-11T09:12:50;11.443,10;2015-05-11T09:12:50;;;;;;;;;
11.443,70;2015-05-11T09:12:55;11.443,70;2015-05-11T09:12:55;11.443,70;2015-05-11T09:12:55;11.443,70;2015-05-11T09:12:55;;;;;;;;;
11.443,90;2015-05-11T09:13:00;11.443,90;2015-05-11T09:13:00;11.443,90;2015-05-11T09:13:00;11.443,90;2015-05-11T09:13:00;;;;;;;;;
11.443,40;2015-05-11T09:13:05;11.443,40;2015-05-11T09:13:05;11.443,40;2015-05-11T09:13:05;11.443,40;2015-05-11T09:13:05;;;;;;;;;
11.442,80;2015-05-11T09:13:10;11.442,80;2015-05-11T09:13:10;11.442,80;2015-05-11T09:13:10;11.442,80;2015-05-11T09:13:10;;;;;;;;;
11.443,00;2015-05-11T09:13:15;11.443,00;2015-05-11T09:13:15;11.443,00;2015-05-11T09:13:15;11.443,00;2015-05-11T09:13:15;;;;;;;;;
11.442,50;2015-05-11T09:13:20;11.442,50;2015-05-11T09:13:20;11.442,50;2015-05-11T09:13:20;11.442,50;2015-05-11T09:13:20;;;;;;;;;
11.442,50;2015-05-11T09:13:25;11.442,50;2015-05-11T09:13:25;11.442,50;2015-05-11T09:13:25;11.442,50;2015-05-11T09:13:25;;;;;;;;;
11.442,40;2015-05-11T09:13:30;11.442,40;2015-05-11T09:13:30;11.442,40;2015-05-11T09:13:30;11.442,40;2015-05-11T09:13:30;;;;;;;;;
11.443,50;2015-05-11T09:13:35;11.443,50;2015-05-11T09:13:35;11.443,50;2015-05-11T09:13:35;11.443,50;2015-05-11T09:13:35;;;;;;;;;
11.443,70;2015-05-11T09:13:40;11.443,70;2015-05-11T09:13:40;11.443,70;2015-05-11T09:13:40;11.443,70;2015-05-11T09:13:40;;;;;;;;;
11.443,60;2015-05-11T09:13:45;11.443,60;2015-05-11T09:13:45;11.443,60;2015-05-11T09:13:45;11.443,60;2015-05-11T09:13:45;;;;;;;;;
