11.336,80;2015-05-18T09:00:20;11.336,90;2015-05-18T09:00:20;11.336,90;2015-05-18T09:00:20;11.336,80;2015-05-18T09:00:20
11.336,90;2015-05-18T09:00:21;11.336,90;2015-05-18T09:00:21;11.336,90;2015-05-18T09:00:21;11.336,90;2015-05-18T09:00:21
11.338,20;2015-05-18T09:00:25;11.338,20;2015-05-18T09:00:25;11.338,20;2015-05-18T09:00:25;11.338,20;2015-05-18T09:00:25
11.333,90;2015-05-18T09:00:30;11.333,90;2015-05-18T09:00:30;11.333,90;2015-05-18T09:00:30;11.333,90;2015-05-18T09:00:30
11.327,80;2015-05-18T09:00:35;11.327,80;2015-05-18T09:00:35;11.327,80;2015-05-18T09:00:35;11.327,80;2015-05-18T09:00:35
11.329,00;2015-05-18T09:00:40;11.329,00;2015-05-18T09:00:40;11.329,00;2015-05-18T09:00:40;11.329,00;2015-05-18T09:00:40
11.332,60;2015-05-18T09:00:45;11.332,60;2015-05-18T09:00:45;11.332,60;2015-05-18T09:00:45;11.332,60;2015-05-18T09:00:45
11.335,20;2015-05-18T09:00:50;11.335,20;2015-05-18T09:00:50;11.335,20;2015-05-18T09:00:50;11.335,20;2015-05-18T09:00:50
11.333,90;2015-05-18T09:00:55;11.333,90;2015-05-18T09:00:55;11.333,90;2015-05-18T09:00:55;11.333,90;2015-05-18T09:00:55
11.333,70;2015-05-18T09:01:00;11.333,70;2015-05-18T09:01:00;11.333,70;2015-05-18T09:01:00;11.333,70;2015-05-18T09:01:00
11.347,20;2015-05-18T09:01:05;11.347,20;2015-05-18T09:01:05;11.347,20;2015-05-18T09:01:05;11.347,20;2015-05-18T09:01:05
11.343,30;2015-05-18T09:01:10;11.343,30;2015-05-18T09:01:10;11.343,30;2015-05-18T09:01:10;11.343,30;2015-05-18T09:01:10
11.342,10;2015-05-18T09:01:15;11.342,10;2015-05-18T09:01:15;11.342,10;2015-05-18T09:01:15;11.342,10;2015-05-18T09:01:15
11.341,20;2015-05-18T09:01:20;11.341,20;2015-05-18T09:01:20;11.341,20;2015-05-18T09:01:20;11.341,20;2015-05-18T09:01:20
11.339,90;2015-05-18T09:01:25;11.339,90;2015-05-18T09:01:25;11.339,90;2015-05-18T09:01:25;11.339,90;2015-05-18T09:01:25
11.333,80;2015-05-18T09:01:30;11.333,80;2015-05-18T09:01:30;11.333,80;2015-05-18T09:01:30;11.333,80;2015-05-18T09:01:30
11.330,20;2015-05-18T09:01:35;11.330,20;2015-05-18T09:01:35;11.330,20;2015-05-18T09:01:35;11.330,20;2015-05-18T09:01:35
11.330,10;2015-05-18T09:01:40;11.330,10;2015-05-18T09:01:40;11.330,10;2015-05-18T09:01:40;11.330,10;2015-05-18T09:01:40
11.331,00;2015-05-18T09:01:45;11.331,00;2015-05-18T09:01:45;11.331,00;2015-05-18T09:01:45;11.331,00;2015-05-18T09:01:45
11.331,10;2015-05-18T09:01:50;11.331,10;2015-05-18T09:01:50;11.331,10;2015-05-18T09:01:50;11.331,10;2015-05-18T09:01:50
11.333,40;2015-05-18T09:01:55;11.333,40;2015-05-18T09:01:55;11.333,40;2015-05-18T09:01:55;11.333,40;2015-05-18T09:01:55
11.333,30;2015-05-18T09:02:00;11.333,30;2015-05-18T09:02:00;11.333,30;2015-05-18T09:02:00;11.333,30;2015-05-18T09:02:00
11.330,00;2015-05-18T09:02:05;11.330,00;2015-05-18T09:02:05;11.330,00;2015-05-18T09:02:05;11.330,00;2015-05-18T09:02:05
11.329,90;2015-05-18T09:02:10;11.329,90;2015-05-18T09:02:10;11.329,90;2015-05-18T09:02:10;11.329,90;2015-05-18T09:02:10
11.326,80;2015-05-18T09:02:15;11.326,80;2015-05-18T09:02:15;11.326,80;2015-05-18T09:02:15;11.326,80;2015-05-18T09:02:15
11.330,40;2015-05-18T09:02:20;11.330,40;2015-05-18T09:02:20;11.330,40;2015-05-18T09:02:20;11.330,40;2015-05-18T09:02:20
11.330,40;2015-05-18T09:02:25;11.330,40;2015-05-18T09:02:25;11.330,40;2015-05-18T09:02:25;11.330,40;2015-05-18T09:02:25
11.330,40;2015-05-18T09:02:30;11.330,40;2015-05-18T09:02:30;11.330,40;2015-05-18T09:02:30;11.330,40;2015-05-18T09:02:30
11.325,90;2015-05-18T09:02:35;11.325,90;2015-05-18T09:02:35;11.325,90;2015-05-18T09:02:35;11.325,90;2015-05-18T09:02:35
11.324,40;2015-05-18T09:02:40;11.324,40;2015-05-18T09:02:40;11.324,40;2015-05-18T09:02:40;11.324,40;2015-05-18T09:02:40
11.324,40;2015-05-18T09:02:45;11.324,40;2015-05-18T09:02:45;11.324,40;2015-05-18T09:02:45;11.324,40;2015-05-18T09:02:45
11.323,80;2015-05-18T09:02:50;11.323,80;2015-05-18T09:02:50;11.323,80;2015-05-18T09:02:50;11.323,80;2015-05-18T09:02:50
11.322,50;2015-05-18T09:02:55;11.322,50;2015-05-18T09:02:55;11.322,50;2015-05-18T09:02:55;11.322,50;2015-05-18T09:02:55
11.323,10;2015-05-18T09:03:00;11.323,10;2015-05-18T09:03:00;11.323,10;2015-05-18T09:03:00;11.323,10;2015-05-18T09:03:00
11.321,50;2015-05-18T09:03:05;11.321,50;2015-05-18T09:03:05;11.321,50;2015-05-18T09:03:05;11.321,50;2015-05-18T09:03:05
11.321,10;2015-05-18T09:03:10;11.321,10;2015-05-18T09:03:10;11.321,10;2015-05-18T09:03:10;11.321,10;2015-05-18T09:03:10
11.317,80;2015-05-18T09:03:15;11.317,80;2015-05-18T09:03:15;11.317,80;2015-05-18T09:03:15;11.317,80;2015-05-18T09:03:15
11.316,40;2015-05-18T09:03:20;11.316,40;2015-05-18T09:03:20;11.316,40;2015-05-18T09:03:20;11.316,40;2015-05-18T09:03:20
11.316,40;2015-05-18T09:03:25;11.316,40;2015-05-18T09:03:25;11.316,40;2015-05-18T09:03:25;11.316,40;2015-05-18T09:03:25
11.312,70;2015-05-18T09:03:30;11.312,70;2015-05-18T09:03:30;11.312,70;2015-05-18T09:03:30;11.312,70;2015-05-18T09:03:30
11.314,00;2015-05-18T09:03:35;11.314,00;2015-05-18T09:03:35;11.314,00;2015-05-18T09:03:35;11.314,00;2015-05-18T09:03:35
11.308,80;2015-05-18T09:03:40;11.308,80;2015-05-18T09:03:40;11.308,80;2015-05-18T09:03:40;11.308,80;2015-05-18T09:03:40
11.310,50;2015-05-18T09:03:45;11.310,50;2015-05-18T09:03:45;11.310,50;2015-05-18T09:03:45;11.310,50;2015-05-18T09:03:45
11.310,70;2015-05-18T09:03:50;11.310,70;2015-05-18T09:03:50;11.310,70;2015-05-18T09:03:50;11.310,70;2015-05-18T09:03:50
11.309,60;2015-05-18T09:03:55;11.309,60;2015-05-18T09:03:55;11.309,60;2015-05-18T09:03:55;11.309,60;2015-05-18T09:03:55
11.309,60;2015-05-18T09:04:00;11.309,60;2015-05-18T09:04:00;11.309,60;2015-05-18T09:04:00;11.309,60;2015-05-18T09:04:00
11.308,50;2015-05-18T09:04:05;11.308,50;2015-05-18T09:04:05;11.308,50;2015-05-18T09:04:05;11.308,50;2015-05-18T09:04:05
11.308,70;2015-05-18T09:04:10;11.308,70;2015-05-18T09:04:10;11.308,70;2015-05-18T09:04:10;11.308,70;2015-05-18T09:04:10
11.310,60;2015-05-18T09:04:15;11.310,60;2015-05-18T09:04:15;11.310,60;2015-05-18T09:04:15;11.310,60;2015-05-18T09:04:15
11.298,00;2015-05-18T09:04:20;11.298,00;2015-05-18T09:04:20;11.298,00;2015-05-18T09:04:20;11.298,00;2015-05-18T09:04:20
11.298,10;2015-05-18T09:04:25;11.298,10;2015-05-18T09:04:25;11.298,10;2015-05-18T09:04:25;11.298,10;2015-05-18T09:04:25
11.298,70;2015-05-18T09:04:30;11.298,70;2015-05-18T09:04:30;11.298,70;2015-05-18T09:04:30;11.298,70;2015-05-18T09:04:30
11.294,60;2015-05-18T09:04:35;11.294,60;2015-05-18T09:04:35;11.294,60;2015-05-18T09:04:35;11.294,60;2015-05-18T09:04:35
11.298,80;2015-05-18T09:04:40;11.298,80;2015-05-18T09:04:40;11.298,80;2015-05-18T09:04:40;11.298,80;2015-05-18T09:04:40
11.298,00;2015-05-18T09:04:45;11.298,00;2015-05-18T09:04:45;11.298,00;2015-05-18T09:04:45;11.298,00;2015-05-18T09:04:45
11.300,40;2015-05-18T09:04:50;11.300,40;2015-05-18T09:04:50;11.300,40;2015-05-18T09:04:50;11.300,40;2015-05-18T09:04:50
11.301,10;2015-05-18T09:04:55;11.301,10;2015-05-18T09:04:55;11.301,10;2015-05-18T09:04:55;11.301,10;2015-05-18T09:04:55
11.303,10;2015-05-18T09:05:00;11.303,10;2015-05-18T09:05:00;11.303,10;2015-05-18T09:05:00;11.303,10;2015-05-18T09:05:00
