11.097,60;2015-06-11T09:00:32;11.093,80;2015-06-11T09:00:32;11.097,60;2015-06-11T09:00:32;11.093,80;2015-06-11T09:00:32
11.087,50;2015-06-11T09:00:35;11.087,50;2015-06-11T09:00:35;11.087,50;2015-06-11T09:00:35;11.087,50;2015-06-11T09:00:35
11.087,50;2015-06-11T09:00:40;11.087,50;2015-06-11T09:00:40;11.087,50;2015-06-11T09:00:40;11.087,50;2015-06-11T09:00:40
11.086,30;2015-06-11T09:00:45;11.086,30;2015-06-11T09:00:45;11.086,30;2015-06-11T09:00:45;11.086,30;2015-06-11T09:00:45
11.088,20;2015-06-11T09:00:50;11.088,20;2015-06-11T09:00:50;11.088,20;2015-06-11T09:00:50;11.088,20;2015-06-11T09:00:50
11.088,30;2015-06-11T09:00:55;11.088,30;2015-06-11T09:00:55;11.088,30;2015-06-11T09:00:55;11.088,30;2015-06-11T09:00:55
11.091,10;2015-06-11T09:01:00;11.091,10;2015-06-11T09:01:00;11.091,10;2015-06-11T09:01:00;11.091,10;2015-06-11T09:01:00
11.091,10;2015-06-11T09:01:05;11.091,10;2015-06-11T09:01:05;11.091,10;2015-06-11T09:01:05;11.091,10;2015-06-11T09:01:05
11.091,10;2015-06-11T09:01:10;11.091,10;2015-06-11T09:01:10;11.091,10;2015-06-11T09:01:10;11.091,10;2015-06-11T09:01:10
11.095,40;2015-06-11T09:01:15;11.095,40;2015-06-11T09:01:15;11.095,40;2015-06-11T09:01:15;11.095,40;2015-06-11T09:01:15
11.098,70;2015-06-11T09:01:20;11.098,70;2015-06-11T09:01:20;11.098,70;2015-06-11T09:01:20;11.098,70;2015-06-11T09:01:20
11.097,30;2015-06-11T09:01:25;11.097,30;2015-06-11T09:01:25;11.097,30;2015-06-11T09:01:25;11.097,30;2015-06-11T09:01:25
11.099,60;2015-06-11T09:01:30;11.099,60;2015-06-11T09:01:30;11.099,60;2015-06-11T09:01:30;11.099,60;2015-06-11T09:01:30
11.096,10;2015-06-11T09:01:35;11.096,10;2015-06-11T09:01:35;11.096,10;2015-06-11T09:01:35;11.096,10;2015-06-11T09:01:35
11.095,40;2015-06-11T09:01:40;11.095,40;2015-06-11T09:01:40;11.095,40;2015-06-11T09:01:40;11.095,40;2015-06-11T09:01:40
11.093,20;2015-06-11T09:01:45;11.093,20;2015-06-11T09:01:45;11.093,20;2015-06-11T09:01:45;11.093,20;2015-06-11T09:01:45
11.093,80;2015-06-11T09:01:50;11.093,80;2015-06-11T09:01:50;11.093,80;2015-06-11T09:01:50;11.093,80;2015-06-11T09:01:50
11.091,70;2015-06-11T09:01:55;11.091,70;2015-06-11T09:01:55;11.091,70;2015-06-11T09:01:55;11.091,70;2015-06-11T09:01:55
11.093,50;2015-06-11T09:02:00;11.093,50;2015-06-11T09:02:00;11.093,50;2015-06-11T09:02:00;11.093,50;2015-06-11T09:02:00
11.098,00;2015-06-11T09:02:05;11.098,00;2015-06-11T09:02:05;11.098,00;2015-06-11T09:02:05;11.098,00;2015-06-11T09:02:05
